,C,kernel,mean_fit_time,mean_score_time,mean_train_score,std_train_score,mean_test_score,std_test_score,rank_test_score
0,0.01,linear,48.52861148118973,0.009692072868347168,0.7545505952380953,0.0167272927424463,0.765,0.20279299790673247,1
