,C,mean_fit_time,mean_score_time,mean_train_score,std_train_score,mean_test_score,std_test_score,rank_test_score
5,1.0,1.0197479128837585,0.00914013385772705,0.6997890825749734,0.01068864391304011,0.5733453257342213,0.15155726333223066,1
3,0.1,0.9098311066627502,0.007230579853057861,0.6990228615032115,0.010503772017248813,0.5730464431992139,0.16169712055102897,2
6,10.0,1.0360558032989502,0.009972751140594482,0.6997646138757672,0.010853933349069325,0.5725927024471301,0.15811718738922273,3
4,0.5,0.8583562970161438,0.007230103015899658,0.6995600706288301,0.010745795076992803,0.5696753418944879,0.1607274228329717,4
2,0.01,0.7372889518737793,0.006731629371643066,0.6937226177644065,0.008993856148179737,0.5656842214578539,0.15808697579711226,5
0,0.0001,0.17624026536941528,0.007230103015899658,0.6441711699905768,0.007941253288994372,0.5594194328021802,0.10315464094677478,6
1,0.001,0.38411176204681396,0.009225428104400635,0.6743815315117858,0.009859827711849116,0.5489890753214944,0.13939353223490863,7
